price,year,manufacturer,model,condition,fuel,odometer,transmission,paint_color
6900,2011,dodge,grand caravan crew,excellent,gas,123432,automatic,red
6500,2011,dodge,grand caravan crew,excellent,gas,123432,automatic,red
10999,2014,chevrolet,equinox lt awd,excellent,gas,123419,automatic,black
5900,2003,toyota,rav4,good,gas,123373,automatic,white
5900,2010,mitsubishi,outlander es,good,gas,123370,automatic,black
4900,2007,toyota,avalon limited,good,gas,123370,automatic,black
9995,2011,hyundai,santa fe,good,gas,123369,automatic,silver
5499,2011,chevrolet,impala lt,excellent,gas,123344,automatic,grey
10000,2014,kia,optima,excellent,gas,123333,automatic,red
14595,2009,ford,f350 superduty xl,excellent,gas,123323,automatic,white
4995,2015,nissan,versa note sv,good,gas,123300,automatic,blue
3750,2005,infiniti,g35 coupe,good,gas,123296,automatic,black
8900,2007,volkswagen,gti,excellent,gas,123288,automatic,silver
11999,2004,ford,f-150,like new,gas,123271,automatic,black
6995,2007,honda,civic sdn,good,gas,123250,automatic,custom
7999,2005,toyota,camry,excellent,gas,123240,automatic,blue
7999,2005,toyota,camry,excellent,gas,123240,automatic,blue
6995,2010,nissan,rogue,excellent,gas,123230,automatic,white
9450,2015,kia,sedona lx,excellent,gas,123227,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
35000,2001,chevrolet,c3500,excellent,gas,123200,automatic,white
21500,2015,lexus,nx 300h,excellent,hybrid,123200,automatic,brown
6900,2012,toyota,yaris le,good,gas,123200,automatic,silver
6700,2012,toyota,yaris le,good,gas,123200,automatic,silver
6500,2008,gmc,canyon,good,gas,123200,automatic,grey
6500,2012,toyota,yaris le,good,gas,123200,automatic,silver
2400,2002,hyundai,elantra,good,gas,123188,automatic,silver
9450,2015,ford,fusion,excellent,gas,123170,automatic,black
10995,2011,bmw,3-series,good,gas,123169,automatic,blue
10995,2011,bmw,3-series,good,gas,123169,automatic,blue
7500,2013,toyota,prius,good,gas,123168,automatic,blue
6749,2012,volkswagen,passat,good,gas,123159,automatic,silver
18450,2007,toyota,tacoma,excellent,gas,123152,automatic,blue
8499,2008,nissan,xterra se,excellent,gas,123138,automatic,grey
4100,2009,ford,focus se,excellent,gas,123137,automatic,yellow
18799,2012,gmc,sierra 1500,good,other,123134,automatic,black
9985,2015,chevrolet,malibu,excellent,gas,123133,automatic,silver
9985,2015,chevrolet,malibu,excellent,gas,123133,automatic,silver
11995,2010,acura,mdx,excellent,gas,123122,automatic,silver
7900,2009,chevrolet,trailblazer,excellent,gas,123112,automatic,silver
7900,2009,chevrolet,trailblazer,excellent,gas,123112,automatic,silver
45999,2018,ram,3500,excellent,diesel,123103,automatic,white
45999,2018,ram,3500,excellent,diesel,123103,automatic,white
6800,2007,audi,a4 quattro,excellent,gas,123101,automatic,silver
9999,2007,ram,1500,good,gas,123098,automatic,white
25900,2017,bmw,x4,excellent,gas,123096,automatic,blue
25900,2017,bmw,x4,excellent,gas,123096,automatic,blue
25900,2017,bmw,x4,excellent,gas,123096,automatic,blue
16897,2015,toyota,sienna,excellent,gas,123095,automatic,black
3900,2004,honda,accord,good,gas,123086,manual,black
4750,2008,mercury,mariner,good,gas,123085,automatic,green
6000,2011,toyota,camry,good,gas,123083,automatic,silver
6995,2004,ford,ranger,good,gas,123075,automatic,white
7495,2010,mercedes-benz,c300,excellent,gas,123069,automatic,silver
7495,2010,mercedes-benz,c300,excellent,gas,123069,automatic,silver
18999,2014,nissan,xterra pro-4x,excellent,gas,123063,automatic,grey
18999,2014,nissan,xterra pro-4x,excellent,gas,123063,automatic,grey
4000,2015,nissan,altima,good,gas,123061,automatic,white
4750,2009,ford,taurus,excellent,gas,123041,automatic,blue
11950,2010,ford,mustang,excellent,gas,123033,manual,black
11950,2010,ford,mustang,excellent,gas,123033,manual,black
11999,2012,honda,pilot ex,excellent,gas,123020,automatic,grey
20995,2012,ford,e-450 delivery box,like new,gas,123004,automatic,white
19995,2012,ford,e-450 delivery box,like new,gas,123004,automatic,white
9999,2011,subaru,outback 2.5i limited,like new,gas,123001,automatic,grey
55950,2011,ram,3500,good,diesel,123000,automatic,green
31000,2016,chevrolet,tahoe,excellent,gas,123000,automatic,grey
30000,2007,porsche,911 carrera cabriolet,like new,gas,123000,manual,red
30000,2007,porsche,911 carrera s cabriolet,like new,gas,123000,manual,red
30000,2007,porsche,911,like new,gas,123000,manual,red
22000,2001,ram,2500,good,diesel,123000,automatic,custom
20000,2017,ford,f-150,like new,gas,123000,automatic,grey
19000,2011,subaru,impreza wrx wagon,good,gas,123000,manual,blue
17000,2005,ford,f550,excellent,gas,123000,automatic,red
15999,2014,lexus,is 350,like new,gas,123000,automatic,black
15000,2016,chevrolet,malibu lt,excellent,gas,123000,automatic,white
13900,2017,honda,accord lx,good,gas,123000,automatic,grey
12890,2015,infiniti,qx60,excellent,gas,123000,automatic,grey
12000,2000,jeep,wrangler,good,gas,123000,automatic,black
11500,2003,jeep,wrangler se,excellent,gas,123000,manual,blue
9977,2012,mini,cooper coupe,good,gas,123000,manual,blue
9500,2009,gmc,sierra 1500,excellent,gas,123000,automatic,white
8995,2010,volvo,xc60,like new,gas,123000,automatic,grey
8995,2015,toyota,corolla,excellent,gas,123000,automatic,red
8500,2008,mercedes-benz,c class benz e350,like new,gas,123000,automatic,black
8500,2001,chevrolet,suburban,good,gas,123000,automatic,grey
8500,1990,dodge,w150 club cab 4x4,good,gas,123000,automatic,blue
8499,2011,mazda,3 s grand touring,good,gas,123000,automatic,red
8477,2015,nissan,altima 2.5 s,excellent,gas,123000,automatic,black
8300,2013,ford,fusion se,excellent,gas,123000,automatic,grey
7850,1996,gmc,sierra 1500,excellent,gas,123000,automatic,red
7500,2014,volkswagen,passat 1.8t wolfsburg,excellent,gas,123000,automatic,grey
7500,2002,ford,f-150,fair,gas,123000,automatic,green
6900,2006,dodge,dakota quad cab,good,gas,123000,automatic,custom
6500,2008,toyota,camry,excellent,gas,123000,automatic,blue
6500,2007,ford,expedition,like new,gas,123000,automatic,red
6300,2006,mercedes-benz,benz e350,excellent,gas,123000,automatic,silver
6200,2013,volkswagen,jetta,excellent,gas,123000,automatic,black
6200,2013,volkswagen,jetta,excellent,gas,123000,automatic,black
6200,2013,volkswagen,jetta,excellent,gas,123000,automatic,black
6100,1999,subaru,forester,excellent,gas,123000,automatic,green
6000,2009,toyota,yaris,excellent,gas,123000,automatic,silver
6000,2012,ford,focus,fair,gas,123000,automatic,white
6000,2009,honda,civic lx,excellent,gas,123000,automatic,brown
5995,2009,kia,sorento lx,good,gas,123000,automatic,white
5950,2009,jeep,liberty 4x4,good,gas,123000,automatic,white
5795,2012,gmc,terrain,excellent,gas,123000,automatic,red
5500,2012,chevrolet,malibu,excellent,gas,123000,automatic,white
5500,2008,toyota,camry,good,gas,123000,automatic,green
5300,2008,mazda,3,good,gas,123000,automatic,grey
5300,2008,mazda,3,good,gas,123000,automatic,grey
5250,2010,chevrolet,hhr,good,gas,123000,automatic,black
5200,2005,honda,accord,excellent,gas,123000,automatic,grey
5000,2007,honda,fit,like new,gas,123000,automatic,black
5000,2006,bmw,550i,fair,gas,123000,automatic,grey
4999,2007,mazda,3,excellent,gas,123000,automatic,grey
4900,2013,dodge,avenger,good,gas,123000,automatic,grey
4750,2009,nissan,altima,like new,gas,123000,manual,grey
4700,1999,ford,f350 xlt super duty,good,gas,123000,automatic,white
4500,2004,acura,rsx,good,gas,123000,automatic,blue
4500,2017,honda,civic ex-l,good,gas,123000,automatic,white
4500,2017,honda,civic ex-l,good,gas,123000,automatic,white
3900,2005,ford,focus zx3 s,excellent,gas,123000,manual,white
3900,2009,volkswagen,beetle,good,gas,123000,automatic,black
3800,2005,toyota,corolla,excellent,gas,123000,automatic,black
3800,2005,chrysler,pacifica,good,gas,123000,automatic,white
2750,1993,lincoln,mark viii,excellent,gas,123000,automatic,red
2550,2001,chevrolet,tracker,good,gas,123000,automatic,black
2500,2012,chrysler,town & country,like new,gas,123000,automatic,silver
2300,2000,chevrolet,malibu,excellent,gas,123000,automatic,white
2300,2012,nissan,altima,fair,gas,123000,automatic,white
8900,2007,ford,expedition eddie bauer,good,gas,122981,automatic,black
9790,2010,toyota,sienna,excellent,gas,122976,automatic,white
15900,2011,jaguar,xj,excellent,gas,122930,automatic,black
15900,2011,jaguar,xj,excellent,gas,122930,automatic,black
15900,2011,jaguar,xj,excellent,gas,122930,automatic,black
7900,2010,lincoln,mkx,excellent,gas,122911,automatic,silver
7900,2010,lincoln,mkx,excellent,gas,122911,automatic,silver
10500,2008,infiniti,ex35,good,gas,122904,automatic,black
16995,2014,honda,odyssey,good,gas,122903,automatic,grey
16995,2014,honda,odyssey,good,gas,122903,automatic,grey
16700,2004,toyota,tacoma,excellent,gas,122900,manual,brown
15995,2010,ford,explorer sport trac,good,gas,122891,automatic,custom
15900,2016,dodge,grand caravan,excellent,gas,122876,automatic,white
15900,2016,dodge,grand caravan,excellent,gas,122876,automatic,white
15900,2016,dodge,grand caravan,excellent,gas,122876,automatic,white
7999,2009,ford,crown victoria police,excellent,gas,122858,automatic,black
9999,2014,volkswagen,cc,excellent,gas,122842,automatic,white
9999,2014,volkswagen,cc,excellent,gas,122842,automatic,white
8999,2014,volkswagen,cc,excellent,gas,122842,automatic,white
8999,2014,volkswagen,cc,excellent,gas,122842,automatic,white
8995,2010,audi,q5 premium plus,good,gas,122820,automatic,black
15900,2010,ford,explorer sport trac,good,gas,122796,automatic,black
3000,2008,bmw,335i,salvage,gas,122796,automatic,black
9800,2009,lexus,es 350,excellent,gas,122784,automatic,white
7995,2005,ford,explorer limited 4x4 gas,excellent,gas,122784,automatic,white
4500,1995,lincoln,town car,excellent,gas,122769,automatic,white
7499,2012,chevrolet,cruze,good,gas,122751,automatic,blue
13500,2005,porsche,boxster,excellent,gas,122723,automatic,blue
13500,2005,porsche,boxster,excellent,gas,122723,automatic,blue
4995,2005,buick,lesabre limited,excellent,gas,122716,automatic,white
7995,2011,hyundai,sonata gls,excellent,gas,122709,automatic,silver
7995,2011,hyundai,sonata gls,excellent,gas,122709,automatic,silver
10999,2007,ford,e250 cargo,excellent,other,122703,automatic,white
12995,2002,lexus,sc 430,excellent,gas,122701,automatic,silver
9950,2012,hyundai,sonata,excellent,gas,122691,automatic,silver
7499,2009,bmw,328i,excellent,gas,122682,automatic,black
11950,2015,toyota,prius hybrid,good,hybrid,122662,automatic,grey
6999,2010,ford,fusion hybrid,excellent,hybrid,122661,automatic,silver
18500,2008,bmw,m3,excellent,gas,122615,automatic,black
16999,2012,nissan,xterra pro-4x,excellent,gas,122615,automatic,white
3800,2002,gmc,sonoma,good,gas,122605,automatic,red
7900,2014,volkswagen,jetta,good,gas,122600,automatic,brown
4992,2007,cadillac,dts,excellent,gas,122592,automatic,white
4992,2007,cadillac,dts,excellent,gas,122592,automatic,white
10950,2012,acura,mdx,excellent,gas,122588,automatic,silver
14988,2016,toyota,prius v,excellent,hybrid,122587,automatic,white
1999,2002,lexus,ls430,excellent,gas,122586,automatic,black
10988,2013,bmw,3-series,excellent,gas,122578,automatic,blue
10988,2013,bmw,3-series,excellent,gas,122578,automatic,blue
10988,2013,bmw,3-series,excellent,gas,122578,automatic,blue
10988,2013,bmw,3-series,excellent,gas,122578,automatic,blue
10988,2013,bmw,3-series,excellent,gas,122578,automatic,blue
10988,2013,bmw,3-series,excellent,gas,122578,automatic,blue
7700,2012,jeep,compass,good,gas,122573,automatic,grey
7700,2012,jeep,compass,good,gas,122573,automatic,grey
6500,2011,chevrolet,cruze eco,excellent,gas,122571,manual,yellow
6000,2007,nissan,maxima,excellent,gas,122559,automatic,grey
9900,2011,honda,accord sdn,good,gas,122556,automatic,blue
5500,2009,jeep,grand cherokee,excellent,gas,122543,automatic,blue
6500,2010,toyota,camry,good,gas,122534,automatic,white
19200,2004,lexus,lx470,excellent,gas,122523,automatic,white
6000,2009,toyota,corolla,excellent,gas,122514,automatic,custom
14500,2003,ford,e350,excellent,diesel,122500,automatic,blue
14500,2003,ford,e350,excellent,diesel,122500,automatic,blue
14500,2003,ford,e350,excellent,diesel,122500,automatic,blue
14500,2003,ford,e350,excellent,diesel,122500,automatic,blue
11995,2013,chrysler,300c,good,gas,122500,automatic,white
9000,2014,nissan,nv200,good,gas,122500,automatic,white
8200,2008,toyota,prius,excellent,hybrid,122500,automatic,green
6000,1991,jeep,wrangler with rubicon kit,good,gas,122500,manual,red
2400,2002,buick,regal ls,good,gas,122498,automatic,red
19800,2011,jeep,wrangler unlimited sahara,excellent,gas,122494,automatic,white
18500,1999,chevrolet,c6500,excellent,gas,122486,automatic,white
18500,1999,chevrolet,c6500,excellent,gas,122486,manual,white
18500,1999,chevrolet,c6500,excellent,gas,122486,manual,white
18500,1999,chevrolet,c6500,excellent,gas,122486,manual,white
18500,1999,chevrolet,c6500,excellent,gas,122486,manual,white
8995,2017,ford,focus se sedan,like new,gas,122486,automatic,grey
8995,2017,ford,focus se,like new,gas,122486,automatic,grey
6995,2014,volkswagen,jetta sedan,excellent,gas,122454,automatic,white
6995,2014,volkswagen,jetta sedan,excellent,gas,122454,automatic,white
6995,2013,chevrolet,sonic ltz,excellent,gas,122450,automatic,grey
6700,2013,chrysler,200,excellent,gas,122448,automatic,white
6700,2013,chrysler,200,excellent,gas,122448,automatic,white
6000,2006,acura,tsx,excellent,gas,122404,automatic,white
27995,2008,jeep,wrangler unlimited,excellent,gas,122398,manual,yellow
27995,2008,jeep,wrangler unlimited,excellent,gas,122398,manual,yellow
27995,2008,jeep,wrangler unlimited,excellent,gas,122398,manual,yellow
14500,1997,jeep,wrangler tj,excellent,gas,122396,automatic,grey
16900,2007,toyota,sequoia sr5,excellent,gas,122384,automatic,silver
19900,2016,chevrolet,express cargo van,excellent,gas,122363,automatic,white
8295,2013,toyota,prius,excellent,hybrid,122350,automatic,white
16884,2014,chevrolet,suburban,excellent,gas,122345,automatic,brown
9800,2006,ram,1500,excellent,gas,122344,automatic,silver
12102,2013,ford,flex,good,gas,122327,automatic,custom
7900,2011,audi,a4,excellent,gas,122327,automatic,white
25999,2013,lexus,gx 460,excellent,gas,122311,automatic,white
23999,2013,lexus,gx 460,excellent,gas,122311,automatic,white
23999,2013,lexus,gx 460,excellent,gas,122311,automatic,white
9995,2011,ford,ranger,excellent,gas,122304,automatic,white
9995,2012,nissan,rogue awd,like new,gas,122292,automatic,black
9995,2012,nissan,rogue awd,like new,gas,122292,automatic,black
8275,2013,mitsubishi,outlander sport se,excellent,gas,122260,automatic,white
7500,2009,jeep,grand cherokee 4x4,good,gas,122255,automatic,silver
4995,2000,mercury,grand marquis,excellent,gas,122252,automatic,silver
11900,2004,jeep,grand cherokee se wj,excellent,gas,122250,automatic,black
24900,2016,ford,econoline,excellent,gas,122238,automatic,white
24900,2016,ford,econoline,excellent,gas,122238,automatic,white
24900,2016,ford,econoline,excellent,gas,122238,automatic,white
15900,2014,hyundai,santa fe limited,excellent,gas,122205,automatic,black
24500,2017,toyota,tundra,good,gas,122200,automatic,white
8595,2009,toyota,camry hybrid,like new,hybrid,122200,automatic,white
8595,2009,toyota,camry hybrid,like new,hybrid,122200,automatic,white
5999,2008,volvo,xc90 awd,excellent,gas,122191,automatic,grey
7999,2009,ford,edge,excellent,other,122190,automatic,white
8492,2011,nissan,murano le,excellent,gas,122188,automatic,brown
7772,2014,hyundai,elantra,excellent,gas,122184,automatic,brown
13163,2015,chevrolet,traverse,excellent,gas,122173,automatic,blue
8999,2010,volvo,c30,good,gas,122172,automatic,black
6800,2008,bmw,328i,excellent,gas,122170,automatic,grey
6900,2011,nissan,rogue sv,excellent,gas,122167,automatic,grey
5999,2007,gmc,envoy sle,excellent,gas,122164,automatic,black
11613,2011,honda,cr-v ex-l,good,other,122137,automatic,black
11613,2011,honda,cr-v ex-l,good,other,122137,automatic,black
12995,2011,toyota,highlander base,excellent,gas,122110,automatic,silver
12995,2011,toyota,highlander base,excellent,gas,122110,automatic,silver
12995,2011,toyota,highlander base,excellent,gas,122110,automatic,silver
12995,2011,toyota,highlander base,excellent,gas,122110,automatic,silver
1250,2000,ford,taurus,fair,gas,122110,automatic,white
4850,2007,honda,odyssey ex,good,gas,122100,automatic,blue
6295,2007,pontiac,torrent awd,excellent,gas,122087,automatic,grey
1800,2007,volvo,s40 2.4i,excellent,gas,122085,automatic,silver
5500,2013,chevrolet,cruze 2lt,like new,gas,122075,automatic,white
5500,2013,chevrolet,cruze 2lt,like new,gas,122075,automatic,white
8280,2013,honda,civic ex,excellent,gas,122055,automatic,grey
5450,2013,mazda,mazda3,like new,gas,122052,automatic,black
6440,2006,toyota,corolla 2006,excellent,gas,122018,automatic,grey
1995,2008,dodge,grand caravan,excellent,gas,122008,automatic,grey
1995,2008,dodge,grand caravan,excellent,gas,122008,automatic,grey
1995,2008,dodge,grand caravan,excellent,gas,122008,automatic,grey
60000,2016,tesla,x p90d,excellent,electric,122000,automatic,black
38000,2013,ram,3500,excellent,diesel,122000,automatic,white
